,Polarity,Tweet_ID,Date,Query,Username,Tweet_text,VADER score
506797,0,2188744709,Mon Jun 15 22:28:43 PDT 2009,NO_QUERY,F10W3Rchild,My eyes hurt. I am such a failure. I can't even kill myself.    ,-0.4519
533564,0,2197186215,Tue Jun 16 13:27:21 PDT 2009,NO_QUERY,MaryKay26,@LKHamilton Ah yes...the perils of home ownership!  Hate it!  When we had our kitchen redone I thought I would kill myself or the workers ,-0.8745
536985,0,2198603309,Tue Jun 16 16:18:31 PDT 2009,NO_QUERY,LittleBirdLove,"sometimes, guys, my job seriously makes me want to die. like. death. .kill myself. dead liz.  seriously  they should pay me more",-0.9571
542214,0,2200357489,Tue Jun 16 18:47:19 PDT 2009,NO_QUERY,crazystef69,Dear XBOX LIVE hurry the fuck up with your bitch ass maintenence before I kill myself. I thought you loved me. *sigh* ,-0.875
545960,0,2201603716,Tue Jun 16 20:30:34 PDT 2009,NO_QUERY,iMissMyCupcake,"Fwd:i miss rene.. damn! 4 fucking hours from austin!! :,,( i cnt qo another day without him... i miqht just qo crzy and kill myself ",-0.8713
545985,0,2201609235,Tue Jun 16 20:31:01 PDT 2009,NO_QUERY,iMissMyCupcake,"i miss rene.. damn! 4 fucking hours from mendez!! :,,( i cnt qo another day without him... i miqht just qo crzy and kill myself ",-0.8713
559613,0,2205015692,Wed Jun 17 03:44:08 PDT 2009,NO_QUERY,jemilover4ever,I want to kill myself ,-0.6597
570951,0,2208606580,Wed Jun 17 09:24:26 PDT 2009,NO_QUERY,chelawela,Never letting D drink out of my slushie ever again I woke up sick as hell  kill myself!!!!!,-0.941
578897,0,2213270809,Wed Jun 17 15:09:12 PDT 2009,NO_QUERY,awesomechick1,I wanna kill myself.....does anybody have a razor or some pain killers?  :/,-0.9403
580313,0,2213853445,Wed Jun 17 15:56:07 PDT 2009,NO_QUERY,lovesickass,"@truffle_shuffle a) Sorry  b) Yeah, idek why. After like 20 tweets I wanted to kill myself already. It was painful.",-0.6369
602855,0,2221504710,Thu Jun 18 05:30:27 PDT 2009,NO_QUERY,Tom_Souness,"to add to that last tweet, my life is now over   I'm gonna have twitter withdrawals and think there are bugs in my skin and kill myself :|",-0.7269
604242,0,2221890187,Thu Jun 18 06:10:05 PDT 2009,NO_QUERY,Theatrepunk,At work and want to kill myself! ASAP! ,-0.717
632954,0,2232849769,Thu Jun 18 20:28:56 PDT 2009,NO_QUERY,Carols30,@jentoni84 The JoBros were on Larry King and I wanted to kill myself...aka my ipod had a dead battery ,-0.875
641363,0,2235226570,Fri Jun 19 00:43:07 PDT 2009,NO_QUERY,cookieemonstarr,@jordancyee well then   i guess i'll just go kill myself .,-0.5574
673947,0,2247643061,Fri Jun 19 19:24:21 PDT 2009,NO_QUERY,Blockp,@CaLi3NtE_gLaM damn atleast u can enjoy the weather I'm stuck at work until 7..   Wanted to kill myself comin in,-0.7351
674756,0,2247885786,Fri Jun 19 19:46:29 PDT 2009,NO_QUERY,tabyyy,"Chain reaction, so lame!! I'm gonna kill myself and this music is perfect for that. Talk about slitting your wrists ",-0.7352
696097,0,2253428792,Sat Jun 20 08:09:16 PDT 2009,NO_QUERY,agerstein,"At the library + ready to kill myself - #4 is en fuego, and #3 not much better. Wish I didn't have to go to work next.... And bring them! ",-0.7996
705697,0,2256448897,Sat Jun 20 12:47:24 PDT 2009,NO_QUERY,SimpleThings1,Wanting to kill myself! Watching the king of queens with duke (the puppy) im so alone ,-0.8229
723230,0,2261733229,Sat Jun 20 21:15:31 PDT 2009,NO_QUERY,Parrislove,@itsChrisOhh nothing  I was forced to take 3 tablespoons of nyquil. I wanna kill myself now,-0.4973
743988,0,2267007491,Sun Jun 21 09:28:15 PDT 2009,NO_QUERY,Nyiana,I will kill myself if summer weather doesn't come soon.  All of this rain is depressing me.,-0.8074
777959,0,2322552120,Wed Jun 24 22:49:26 PDT 2009,NO_QUERY,mondayxeyes,A: Who dyou think I am?! H: RPATZ A: ...I would kill myself if I was.  H: NO U WOULDNT CUZ THEN ALL THE LADIES WOULD WANT UR SPARKLE COCK.,-0.69
799509,0,2329021658,Thu Jun 25 10:15:29 PDT 2009,NO_QUERY,crispy34,being annoyed with ?'s that i dont like 15 more days until i go back to arizona i just might kill myself before i even leave!!! ,-0.8882
841461,4,1563468898,Sun Apr 19 22:57:29 PDT 2009,NO_QUERY,lissyvz,@RhysCM  I wanted to kill myself during Manos,-0.6908
963609,4,1827454057,Sun May 17 10:44:41 PDT 2009,NO_QUERY,Ofirchi,"Well, I'm abandoned. nobodu's home, nobody's on the msn. I have no life! going to kill myself ",-0.8439
1117594,4,1973451659,Sat May 30 11:10:25 PDT 2009,NO_QUERY,Carys_x,I never noticed how big my eyes were before O.o BGT final yay  If susan boyle wins i think i may kill myself. she looks like a badger.,0.4767
1132565,4,1976030694,Sat May 30 16:26:15 PDT 2009,NO_QUERY,Oh_Btw_Dalton,i love life and peoples pathetic attempts to make want to kill myself bahahahahah stupid work song stuck in my head  love life!,-0.6588
1171136,4,1980456711,Sun May 31 06:47:55 PDT 2009,NO_QUERY,BARACKOKITTY,@lettyma927 just couldn't believe sum ppl can kills ppl... I have to much &lt;3 I would just kill myself Ha! ,-0.7959
1176697,4,1981295534,Sun May 31 08:51:15 PDT 2009,NO_QUERY,mugluf,"@GeorgieHammond i love r p so much i cud just go and kill myself ,,i wudnt actually dw guys ",-0.128
1320369,4,2014578942,Wed Jun 03 02:00:12 PDT 2009,NO_QUERY,shantchuason,i forgot what page i'm on in the manga i'm reading. it's a fail but i donwanna kill myself yet ,-0.8689
1322922,4,2014846125,Wed Jun 03 02:52:54 PDT 2009,NO_QUERY,sarahcfuller,can not believe i have social dancing tomorrow i think i will go and kill myself now ,-0.6908
1330010,4,2015752444,Wed Jun 03 05:26:15 PDT 2009,NO_QUERY,Fraiseee,soo..gimme a gun to kill myself ,-0.7964
1352854,4,2046591346,Fri Jun 05 12:24:19 PDT 2009,NO_QUERY,Hotopia,Musicals make me want to kill myself. ,-0.6597
1366476,4,2050191671,Fri Jun 05 18:13:51 PDT 2009,NO_QUERY,amandawaldhelm,"@freienfall ok, so you want me to die. you tell me to kill myself but your life wouldnt be the same without me  i know it. msn, qtau?",-0.5285
1377424,4,2051882099,Fri Jun 05 23:02:58 PDT 2009,NO_QUERY,philuvsmariah,@lauraluvsmariah i've been better...im taking summerschool and I'd like to kill myself  lol jks hows everything been with you?,-0.1027
1380847,4,2052292081,Sat Jun 06 00:14:48 PDT 2009,NO_QUERY,DamienCripps,@Amazing_Grace13 i know - sat is alwasy hard - i kill myself on stage on fri night then books all day an then return to stage 4 more pain ,-0.8655
1390743,4,2053243325,Sat Jun 06 03:50:13 PDT 2009,NO_QUERY,FelicityAnn,"Note, I didn't kill myself ",0.5773
1425882,4,2059132668,Sat Jun 06 16:18:43 PDT 2009,NO_QUERY,SavanaRawrr,I kinda want to kill myself right now. I'm so freakin bored. I'll go write a letter for my one night boyfriend ,-0.7787
1434312,4,2060613811,Sat Jun 06 19:14:16 PDT 2009,NO_QUERY,ErikaLee_x,"Wow, it's soooo hot in here. I might kill myself.  Not really.",-0.2263
1507616,4,2174522037,Sun Jun 14 22:43:50 PDT 2009,NO_QUERY,nicshields,@shapeshealth i dont want to kill myself. haha ,0.7591
1537849,4,2179725198,Mon Jun 15 09:29:54 PDT 2009,NO_QUERY,taratchab,@meeraxoh dude i'm NOT going to school tomorrow! i'll kill myself  love you xx,-0.2003
1598928,4,2193306196,Tue Jun 16 08:16:40 PDT 2009,NO_QUERY,SDpassionist,I'm fucking trippen. suummer school is lame and i wanna talk to Cameron. i'm gonna kill myself up in this bitch. but i have cheesecake. ,-0.7579
34291,0,1564757923,Mon Apr 20 04:49:13 PDT 2009,NO_QUERY,stasiie,"Im waiting on my teacher. She is going to give me a bandage. I have hurt myself on the finger, and it hurts! ",-0.7777
43894,0,1676682333,Fri May 01 22:49:27 PDT 2009,NO_QUERY,IHOPness,"@hellivina Busy planing for the cruise, buying stuff and designing door decorations. Fell roller skating and hurt myself last night  Sad",-0.7579
108970,0,1824428756,Sun May 17 01:20:27 PDT 2009,NO_QUERY,LucieJane,TIRED! The word revision makes me want to hurt myself ,-0.792
109535,0,1824583712,Sun May 17 02:01:14 PDT 2009,NO_QUERY,MissIva,jst got back from my shower... hurt myself again.. 3 cuts while shaving..dam razor!  it drew blood!,-0.7339
122842,0,1833792375,Mon May 18 00:28:42 PDT 2009,NO_QUERY,pinoyypride,oh my gosh i was riding down the hill on my scooter at night while on the phone.. and i fell over and hurt myself ,-0.5267
150619,0,1932314662,Tue May 26 21:13:32 PDT 2009,NO_QUERY,lyssylou218,ugh hurt myself at dance!  not to bad tho...but still in a bad mood anyway! ugh very annoyd with certain ppl!,-0.4238
173930,0,1964248129,Fri May 29 13:56:48 PDT 2009,NO_QUERY,grjtsingh,Club day at school &amp; I can't go b/c I hurt myself during school by trippin over some1's backpack. ,0.4168
208344,0,1973698669,Sat May 30 11:39:35 PDT 2009,NO_QUERY,withlovesevelyn,i don't want to see any photos of you and hurt myself again. far too many times that i've crying over you. ,-0.7732
208354,0,1973701830,Sat May 30 11:39:58 PDT 2009,NO_QUERY,withlovesevelyn,i don't want to see any photos of you and hurt myself again. far too many times that i've been crying over you. ,-0.7732
258055,0,1985102206,Sun May 31 16:26:08 PDT 2009,NO_QUERY,MCbutterflyfan,@lightlysalted22 Well i hurt myself in the same area awhile ago but today i went down and sprained it again  its my lower back,-0.3071
355631,0,2044002222,Fri Jun 05 08:43:38 PDT 2009,NO_QUERY,EvilSheepie,@lilacpixie I really think I am! this week I think I've hurt myself every day so far  I'm a danger!! Thanks for the followfriday =D,-0.2516
393860,0,2055499669,Sat Jun 06 09:25:45 PDT 2009,NO_QUERY,bgar89,i am sooooo sik of limpn round my house im bound 2 hurt myself!!!! ugh ,-0.811
421853,0,2062512518,Sat Jun 06 23:26:58 PDT 2009,NO_QUERY,krystalcortez,OMG i just slipped down 3stairs at @iTS_URS house  and i hurt myself! I'm not even drunk! Totally sober!!!! http://mypict.me/2TmN,-0.5472
472319,0,2176814804,Mon Jun 15 04:49:08 PDT 2009,NO_QUERY,ninchen2006,"i hate basketball, if i have to play it at school  i always hurt myself",-0.6908
472651,0,2176887864,Mon Jun 15 04:59:29 PDT 2009,NO_QUERY,rickicleveland,how can i hurt myself playing golf... one of the most placid games on earth and im in pain... god hates me ,-0.5267
502418,0,2187524828,Mon Jun 15 20:24:38 PDT 2009,NO_QUERY,Nicolle7,I just hurt myself!!!! ,-0.6776
510063,0,2189561284,Tue Jun 16 00:19:46 PDT 2009,NO_QUERY,Kdsmissions,"Goodmorning world!been up 40mins and hav managed2hurt myself twice,u can tell what kind of say it's gonna be!!i wish we didnt hav toes  !",0.5951
572731,0,2209465761,Wed Jun 17 10:25:15 PDT 2009,NO_QUERY,Martinho,Just hurt myself ,-0.5267
627030,0,2230792588,Thu Jun 18 17:36:43 PDT 2009,NO_QUERY,IsabellaMusiol,Ouch hurt myself... ,-0.5267
634659,0,2233372528,Thu Jun 18 21:15:20 PDT 2009,NO_QUERY,JaYsSoOaWeSoMe,@HypeDaGreat soakin with epson salt  I hurt myself doing push ups   what u upto?,-0.5267
641738,0,2235317615,Fri Jun 19 00:55:56 PDT 2009,NO_QUERY,meeesalicious,"I don't want to hurt myself from falling again. Let me avoid you. We weren't meant to be, don't let us happen. ",-0.0634
678975,0,2249111094,Fri Jun 19 21:44:22 PDT 2009,NO_QUERY,lukthalady,I'm officially old... I jus hurt myself tumbling  not a good idear...,-0.7009
749804,0,2285265630,Mon Jun 22 14:54:57 PDT 2009,NO_QUERY,SPAMlovesGARBO,@greggarbo i hurt myself over 1000 times a day  but your music + jonas helps me through my pain,-0.5023
788465,0,2325147441,Thu Jun 25 04:52:11 PDT 2009,NO_QUERY,xilxilxil,OWWW!!!!!! i hurt myself......it hurts to walk  WHEN WILL THE GREEN STOP i should probly look into it im not looking so well lol,-0.6986
793885,0,2326785742,Thu Jun 25 07:30:31 PDT 2009,NO_QUERY,Rufus_Jay,@emmanx I've hurt myself! ,-0.5707
801312,4,1468054890,Mon Apr 06 23:28:32 PDT 2009,NO_QUERY,jesdenm,@whiteguysdancin E. Only when my pain subsides enough for me to hurt myself and do it ,-0.7717
932703,4,1771162108,Mon May 11 23:24:00 PDT 2009,NO_QUERY,MizzTxNy,Im phucked up yo............. listenin to Donnell Jones &quot;Where I Wanna Be&quot; almost hurt myself looking @ the title ,-0.4779
1110342,4,1972046761,Sat May 30 08:26:58 PDT 2009,NO_QUERY,kelownagurl,@beckyinthesky 1. I am prone to injury and I'll go too hard and might hurt myself. 2.  I am so slow right now that it'll just depress me ,-0.8689
1167996,4,1980109462,Sun May 31 05:43:07 PDT 2009,NO_QUERY,CharlotteMarie,"@bentriderro ohh, I think I just hurt myself with this double double seems to be a bit stronger - woke me up quickly ",-0.2023
1237053,4,1992954629,Mon Jun 01 09:35:38 PDT 2009,NO_QUERY,TravelwithJulie,@jesslaw Careful...I've hurt myself doing that!! ,-0.6103
1424444,4,2058863953,Sat Jun 06 15:46:48 PDT 2009,NO_QUERY,Josie_14,Finally going out! Haven't one that in a 2 days! I was about to hurt myself!  &lt;hand heart&gt;,-0.6458
113,0,1467838433,Mon Apr 06 22:26:58 PDT 2009,NO_QUERY,megan_rice,"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. ",-0.7717
1408,0,1468147058,Mon Apr 06 23:58:34 PDT 2009,NO_QUERY,KristySS,"@RedGray Ah man- so sad, his cousin committed suicide yest and she was 8 months pregnant  - can you imagine... we been crying non stop... ",-0.8883
3832,0,1468684470,Tue Apr 07 03:09:11 PDT 2009,NO_QUERY,damadalpha,Wow! I just did 5 suicides in a row. FYI: unless you're a professional athlete...you shouldn't do suicides. ,0.7667
14965,0,1553925824,Sat Apr 18 15:35:22 PDT 2009,NO_QUERY,originalwong,"@ichin Don't hate on dentists! They have the highest suicide rate of any profession, 'cause no one likes 'em ",-0.2946
16314,0,1555867527,Sat Apr 18 20:55:40 PDT 2009,NO_QUERY,SWMcCartney,Checking on a empty car got a call about attemped suicide. ,-0.743
31815,0,1564105797,Mon Apr 20 01:48:14 PDT 2009,NO_QUERY,rach210,"my laptop decided to commit suicide.. very nice.... well i supoose i help a little, but it was an accident ",-0.2525
32444,0,1564258277,Mon Apr 20 02:35:27 PDT 2009,NO_QUERY,chavie101,"@dinidu yes, but when she gets hot she gets pretty slow on the uptake... and becomes such a bitch that you begin to think about suicide! ",-0.8221
44715,0,1676948976,Fri May 01 23:49:59 PDT 2009,NO_QUERY,djdoctadawe,I left my laptop charger at icebar so i'm pretty much ready to commit suicide right now.... No computer for a few hours  ,0.1226
44807,0,1676971555,Fri May 01 23:55:41 PDT 2009,NO_QUERY,katwhite_,my sis just told me that her friends ex bf committed suicide on anzac day. so sad ,-0.6476
76621,0,1695756600,Mon May 04 06:52:45 PDT 2009,NO_QUERY,Di_duck,"heehee, 2 day hikes r suicide to many people, but have no fear, Diana is here... .actually im gonna be missing the hike... nnnnnoooo.. ",-0.9127
77848,0,1751060980,Sat May 09 18:34:23 PDT 2009,NO_QUERY,ss3_gokoux,"@valeryalta Wow, somebody has a very exciting next few months! I would like Lasik, but visual artist - my eyes = suicide  Good luck! ",0.7636
93636,0,1770740879,Mon May 11 22:07:11 PDT 2009,NO_QUERY,AngelChoir,@CounterSuicide Golly! Lithium good; Tamiflu bad. So many factors play a role in suicide.  ,-0.5759
115979,0,1827353768,Sun May 17 10:32:00 PDT 2009,NO_QUERY,Suicidal_Apple, no luck finding a job. been rejected three times today ive nearly comitted suicide a number times,-0.7717
118706,0,1827892849,Sun May 17 11:39:57 PDT 2009,NO_QUERY,Kaitia,"@EricaRenee93 I'm so sorry to hear that; I went through the same thing, except it was suicide :-/  I'll keep you in my prayers!!",-0.8412
120630,0,1833280609,Sun May 17 22:48:29 PDT 2009,NO_QUERY,Antiuse,@missannajane worse than any normal monday! horrible family attempted suicides! very sad ,-0.8904
125893,0,1834404206,Mon May 18 02:48:17 PDT 2009,NO_QUERY,narain,"All the three are KILLED and not committed suicide.Game over, once for all. ",-0.7933
130690,0,1835359676,Mon May 18 05:48:35 PDT 2009,NO_QUERY,natefanaro,Three birds tried committing suicide using my car this weekend. I blame global warning. One was successful ,-0.6369
131001,0,1835429782,Mon May 18 05:58:34 PDT 2009,NO_QUERY,hazzelnut,My laptop has committed suicide. No more sitting on the internet all night for me ,-0.6808
134414,0,1836244553,Mon May 18 07:38:53 PDT 2009,NO_QUERY,dinug,@plainlyphyra I can commit suicide anytime of the day if I see him with someone other than me now HAHA. Him and Eve is perfect but... ,0.6289
141990,0,1881383989,Fri May 22 04:30:18 PDT 2009,NO_QUERY,Halliwellicious,Spider-Man actress Lucy Gordon hangs herself after suicide of a friend. ,-0.3182
144955,0,1882093962,Fri May 22 06:13:06 PDT 2009,NO_QUERY,evarriaaa,I was on a train tonight and we got held up for about an hour we hit someone who was commiting suicide  It was a tragic death  R.I.P,-0.9081
147271,0,1882714769,Fri May 22 07:21:37 PDT 2009,NO_QUERY,bpilato,last night our neighbor committed suicide. Please pray for the family as they are now having to deal with a second loss. ,-0.2732
148683,0,1883205861,Fri May 22 08:10:43 PDT 2009,NO_QUERY,carrie1337,"fuck acid reflux? meh, it hurts so bad.  i wonder if this is why people commit suicide? omfg.   you guys don't even know.  fmlfmlfmlfml",-0.9437
149727,0,1883527211,Fri May 22 08:41:33 PDT 2009,NO_QUERY,feelthisway,@fakearomance ugh. i know! that one was awful. suicide always really gets to me... ,-0.8908
150514,0,1932290423,Tue May 26 21:10:50 PDT 2009,NO_QUERY,r3mdh,"I need to go on suicide watch. The Drive, The Fumble, The Shot, Jose Mesa, the Sweep in '07, and now this... Where's my razor blade? ",-0.6705
154635,0,1933217015,Tue May 26 23:18:17 PDT 2009,NO_QUERY,surechauntel,"wondering how people can joke about suicide. need to keep reminding myself that unless you've lived it, you just don't get it. ",-0.5106
157610,0,1956415356,Thu May 28 21:49:51 PDT 2009,NO_QUERY,infexxous,commiting a suicide by cutting veins while drunk ,-0.8126
158528,0,1956627581,Thu May 28 22:18:08 PDT 2009,NO_QUERY,ooojamie,Received a text from my dad that my paternal cousin from the PI tried to commit suicide ! Omggggggggg!!! ,-0.6671
163555,0,1958073734,Fri May 29 02:34:13 PDT 2009,NO_QUERY,lavenderella,I dreamt someone committed suicide w a drip stand!  - http://tweet.sg,-0.5707
178822,0,1966086988,Fri May 29 17:05:59 PDT 2009,NO_QUERY,hiphopmandie,"@bkkrakora ew, i used to get &quot;suicides&quot; in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too. ",0.7096
178847,0,1966092716,Fri May 29 17:06:36 PDT 2009,NO_QUERY,hiphopmandie,"@bkkrakora ew, i used to get &quot;suicides&quot; in mid. school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too. ",0.7096
179293,0,1966224323,Fri May 29 17:21:43 PDT 2009,NO_QUERY,BonesRecordz,wow its follow friday and i havent tweeted... Fail. And nobody has followed me today  dble fail. *suicide*,0.4854
179394,0,1966250104,Fri May 29 17:24:45 PDT 2009,NO_QUERY,whittneyhyslip,thinking i cant handle my life like this anymore... almost seems as if suicides the answer... unfortunately.  ,0.0258
179526,0,1966283346,Fri May 29 17:28:41 PDT 2009,NO_QUERY,ComedyInitials,"@KimSherrell maybe its because my computer committed suicide this week, but your &quot;faves&quot; link wont load ",-0.296
193505,0,1970091337,Sat May 30 02:25:06 PDT 2009,NO_QUERY,jazymel367,Haha my uncles pet squirrel just commited suicide ..he jumped in the fish tank and died... Its a sad day  lol jk i hated barbie!,-0.75
197649,0,1971050006,Sat May 30 06:04:01 PDT 2009,NO_QUERY,twinschick1,"Wow. Just found out that Ronald Takaki committed suicide this week.  RIP, Professor.  http://bit.ly/DbuT1",0.1027
198917,0,1971316975,Sat May 30 06:48:32 PDT 2009,NO_QUERY,tgbcap,wow twelve hours of suicide watch with no music or laptop man I won't be bored ,-0.27
203587,0,1972406799,Sat May 30 09:09:58 PDT 2009,NO_QUERY,KatieKrafka,Soldiers are three times more likely to commit suicide than to be killed on the battle field. THIS SHOULD NOT HAPPEN. ,-0.8789
203888,0,1972476965,Sat May 30 09:17:56 PDT 2009,NO_QUERY,qhrysqyut,suicide is my dosage...kso naunahan ko ni ching..condolence. ,-0.6705
211544,0,1974517997,Sat May 30 13:17:46 PDT 2009,NO_QUERY,novaris,A little baby bird committed suicide on top of my car.  ,-0.4336
213554,0,1975031397,Sat May 30 14:18:11 PDT 2009,NO_QUERY,MissDemanda,http://twitpic.com/6ac0m - Shopping cart suicide. ,-0.6705
227813,0,1978135218,Sat May 30 22:31:51 PDT 2009,NO_QUERY,SmellKangaroos,Im frightened as to why all those whales beached themselves.  mass-ive suicide.,-0.8126
